rep,hx|edu|F,hz|edu|F,hx|edu|P,hz|edu|P,q3mean|edu,hx|web|F,hz|web|F,hx|web|P,hz|web|P,q3mean|web,mf_F|edu|est,mf_F|edu|pop,mf_F|edu|wcu|lo,mf_F|edu|wcu|hi,mf_F|edu|wcu|se,mf_F|edu|cr2cv|lo,mf_F|edu|cr2cv|hi,mf_F|edu|cr2cv|se,mf_P|edu|est,mf_P|edu|pop,mf_P|edu|wcu|lo,mf_P|edu|wcu|hi,mf_P|edu|wcu|se,mf_P|edu|cr2cv|lo,mf_P|edu|cr2cv|hi,mf_P|edu|cr2cv|se,mf_P6|edu|est,mf_P6|edu|pop,mf_P6|edu|wcu|lo,mf_P6|edu|wcu|hi,mf_P6|edu|wcu|se,mf_P6|edu|cr2cv|lo,mf_P6|edu|cr2cv|hi,mf_P6|edu|cr2cv|se,q3|edu|est,q3|edu|pop,q3|edu|wcu|lo,q3|edu|wcu|hi,q3|edu|wcu|se,q3|edu|cr2cv|lo,q3|edu|cr2cv|hi,q3|edu|cr2cv|se,mf_F|web|est,mf_F|web|pop,mf_F|web|wcu|lo,mf_F|web|wcu|hi,mf_F|web|wcu|se,mf_F|web|cr2cv|lo,mf_F|web|cr2cv|hi,mf_F|web|cr2cv|se,mf_P|web|est,mf_P|web|pop,mf_P|web|wcu|lo,mf_P|web|wcu|hi,mf_P|web|wcu|se,mf_P|web|cr2cv|lo,mf_P|web|cr2cv|hi,mf_P|web|cr2cv|se,mf_P6|web|est,mf_P6|web|pop,mf_P6|web|wcu|lo,mf_P6|web|wcu|hi,mf_P6|web|wcu|se,mf_P6|web|cr2cv|lo,mf_P6|web|cr2cv|hi,mf_P6|web|cr2cv|se,q3|web|est,q3|web|pop,q3|web|wcu|lo,q3|web|wcu|hi,q3|web|wcu|se,q3|web|cr2cv|lo,q3|web|cr2cv|hi,q3|web|cr2cv|se,diff_mf_F|est,diff_mf_F|pop,diff_mf_F|wcu|lo,diff_mf_F|wcu|hi,diff_mf_F|wcu|se,diff_mf_F|cr2cv|lo,diff_mf_F|cr2cv|hi,diff_mf_F|cr2cv|se,diff_mf_P|est,diff_mf_P|pop,diff_mf_P|wcu|lo,diff_mf_P|wcu|hi,diff_mf_P|wcu|se,diff_mf_P|cr2cv|lo,diff_mf_P|cr2cv|hi,diff_mf_P|cr2cv|se,diff_mf_P6|est,diff_mf_P6|pop,diff_mf_P6|wcu|lo,diff_mf_P6|wcu|hi,diff_mf_P6|wcu|se,diff_mf_P6|cr2cv|lo,diff_mf_P6|cr2cv|hi,diff_mf_P6|cr2cv|se
2,0.4,1.5,0.4,1.5,-0.015617533048094179,0.4,1.5,0.4,1.5,0.009846413242226881,0.6690106821742429,0.6663525869324213,0.6381961289726801,0.6941392743570911,0.017195864508017286,0.6137699244903417,0.7151061479585403,0.029486201534568764,0.7154923045329942,0.7151292258245374,0.6846482304180332,0.738702739680143,0.017658784319165063,0.665608627024141,0.7506844052736544,0.023291483071606667,0.7178149123171541,0.7162033011616081,0.6947659130883356,0.7389857898216458,0.014883607444203861,0.6852347262359069,0.7437815899826656,0.016841638983494268,-0.2009350800026373,-0.16294614721783685,-0.41979658770843686,0.024002827437378832,0.13646264420872783,-0.4711909112658973,-0.09561968202887491,0.11635529384809756,0.7214641691935296,0.7128095528370997,0.7095726257666152,0.7555402330594606,0.014707012121859745,0.6951062955348715,0.7735507040076661,0.02459438427899655,0.7604721795892118,0.7571828955586482,0.7458738552352666,0.7828927758453074,0.011317371180882762,0.7258417545021969,0.7965324928793729,0.019766587848634835,0.7566975934304392,0.7534216633398265,0.7505754723718615,0.7715153474224219,0.006694995956643174,0.7451122064957008,0.7778402135201402,0.009919896041446453,-0.06375358836936831,-0.01462724121723235,-0.10491665781556102,-0.005104268570894237,0.03155050857101103,-0.10616925034487856,-0.0008854613156688562,0.02853897203504839,-0.05245348701928676,-0.046456965904678404,-0.0891112938125159,-0.02502764466364818,0.02023282221787482,-0.10850120582644548,-0.023005873812951425,0.02761841662358236,-0.04497987505621759,-0.04205366973411073,-0.08675594154070658,-0.009150568949892704,0.02718055411876198,-0.09863540629991041,0.017375212219373493,0.03266108589010888,-0.03888268111328508,-0.03721836217821839,-0.07029190914482109,-0.012609259960636401,0.01832279321721855,-0.07673549175432563,-0.008794824255712319,0.02064018464293527
3,0.5,1.0,0.8,0.8,0.048706557691741904,0.8,1.5,1.5,1.5,0.0761481152302648,0.6577356604702471,0.6587614620278631,0.63979409305466,0.6744115549192068,0.010494798528674644,0.6318199278437545,0.6916163014573508,0.016387951855124355,0.7241348894447243,0.7268134971502163,0.6958289560985416,0.7503379853513494,0.016894615922979247,0.6827991543735569,0.7616541564792403,0.021862249407742312,0.7423130519052825,0.7411518563719608,0.7183407046940268,0.7705218718937769,0.016277056593778136,0.7029047255074385,0.7776301721894286,0.01823204004647043,-0.014743900825053934,-0.06819121253091837,-0.0773527225588048,0.06128987532983039,0.04108955865983887,-0.1316168834603485,0.07576986769968815,0.06343544220983816,0.6704542315580883,0.6628794819543208,0.6537658296740099,0.6918930905242966,0.011218967139637567,0.6351160403956672,0.6984021393314969,0.02065448856585515,0.7324691132885678,0.734109112029269,0.7216676540770808,0.7446019610812582,0.006330495540506427,0.7208491015243876,0.7742447939159111,0.01502531668564567,0.7452431188614304,0.7465537069343426,0.7376274930324336,0.7537466771178003,0.004511117591626645,0.7374322357417338,0.7713804439053674,0.009312145517505269,-0.044552169526259615,-0.11241809417632354,-0.11413706372688892,0.02628844839169784,0.03958560303407636,-0.1866174120189441,0.14098527632031133,0.08022382566437553,-0.012718571087841135,-0.004118019926457661,-0.03825574351358982,0.009837884171726787,0.01276719610825724,-0.054179445220137325,0.04363864040302056,0.02697878831551147,-0.008334223843843525,-0.007295614879052725,-0.03306988919434288,0.012733742689170668,0.01343261785966919,-0.0573430523535948,0.02668760860871877,0.022257783514517186,-0.0029300669561478365,-0.005401850562381849,-0.023137578326589334,0.020000425177322277,0.01383226421648472,-0.04123404256150077,0.030477935348927065,0.018075007731639236
0,0.4,1.5,0.4,1.5,-0.033362304891827246,0.6,1.5,1.5,1.5,0.1570861649769001,0.6663687022539284,0.6677215077276617,0.6380814291490906,0.6912091366175135,0.016725759114726776,0.6192347452366184,0.7135941594737418,0.027794264015417753,0.7064943464115456,0.7134178464979843,0.6745239595431961,0.7322297974473879,0.0194561717898961,0.6571412915460684,0.7469618077519243,0.027864161452660383,0.7326226169359431,0.7324832713921862,0.7066023790482007,0.7569094287962361,0.01531364068910398,0.694940836928709,0.7642476838508702,0.01992415655540253,-0.1323234950505729,-0.11448648870470716,-0.20890613892386556,-0.0731759169513966,0.04139431855500694,-0.25554997420713066,-0.015490767903749966,0.06917340515112107,0.6940359061206862,0.6940477822126263,0.6728364901097332,0.7152329346596766,0.012368223948498113,0.6646327071289891,0.7387187748739891,0.021743886949446713,0.7502376309361264,0.7510104073553034,0.7439008878076722,0.7566916958408311,0.0033932422159066345,0.7326691753482728,0.765614930181827,0.010044917883101506,0.7594671522338445,0.7607233349886424,0.7538387708829405,0.7658097702320116,0.003029363719756787,0.7479863951741885,0.7745132493125678,0.007180895609306487,-0.03805152786114391,-0.08878458540477135,-0.11332609886047917,0.025755818414925857,0.03558243195957475,-0.13263178013079663,0.03389747251787156,0.043471774426804735,-0.027667203866757806,-0.026326274484964607,-0.07475754816442398,0.01605776310166407,0.027639047963161287,-0.11191679099887081,0.04293191325136626,0.04425942229065958,-0.04374328452458076,-0.0375925608573191,-0.07908060449594072,-0.01214790456641282,0.020729196703611903,-0.11302159086258523,0.023501435799290954,0.033589316092334724,-0.02684453529790143,-0.028240063596456255,-0.05360441243942975,-0.003653723112080544,0.015775820285866365,-0.06977424300416213,0.010629709359988873,0.02222800070028176
1,0.6,1.5,1.25,1.5,-0.10267684018160905,0.4,1.5,0.4,1.5,-0.07229722858982296,0.6468947452446242,0.6469864476362013,0.616530895799288,0.6732955394849545,0.01604165855919345,0.6063745038981243,0.6928396340727125,0.024586619463669076,0.7082727087188057,0.7105661511869797,0.6969055342295916,0.7220083390110692,0.007421985096666059,0.6946500703300245,0.7362871748993259,0.011092821090562859,0.7239488583707502,0.7213543240261238,0.7102020250901399,0.7349297549458802,0.00700407546609603,0.7081433374868291,0.7419870077099622,0.010219191461150148,-0.00562746389709972,-0.020210506008547846,-0.05447103063246302,0.0714523708937857,0.03455590077304274,-0.11287182334298057,0.07345010993123496,0.046568742123768166,0.6994475552998485,0.705187131829616,0.6820199622735361,0.7288630421929305,0.013185825223245955,0.6753092072878246,0.7612340273154636,0.022987609930482752,0.7637663600592769,0.7688657086314712,0.7492995591960931,0.7881897662727976,0.0117875105173711,0.7385927914263647,0.8141947648214651,0.020816781141212055,0.7429301675698687,0.7458497881442262,0.7302684507046153,0.757240351039023,0.0070390278448928525,0.7251914008422334,0.7705220358219084,0.011837287544035652,-0.05748155706250936,-0.1612049358754774,-0.25511783642136976,0.4574583129147478,0.2133493198491656,-0.2639445635216103,0.35722690377959515,0.19395280852021934,-0.052552810055224275,-0.05820068419341473,-0.07879784923200273,-0.028722494290735104,0.014425461567857869,-0.1077069354123122,0.0007252372365557785,0.02664877591890952,-0.05549365134047124,-0.058299557444491446,-0.07280643545491633,-0.04161796371174689,0.00954412598727072,-0.10319828811208523,-0.028766573734318637,0.021003362087420534,-0.018981309199118557,-0.02449546411810244,-0.036430379644737346,-0.010111105284167476,0.007474874649688301,-0.047978262836781256,0.014696036338346423,0.014908697843694906
4,0.4,1.25,0.4,1.5,0.08680968823669896,0.5,1.5,1.5,1.5,0.12859081491290755,0.6516011678149157,0.6531275608284268,0.6122079081000652,0.6738381276097597,0.023615208013466865,0.5406961353767665,0.6788221527833934,0.04051268781245387,0.6994681129688414,0.7014576098015092,0.6845719571647713,0.721692339979141,0.011074721828691072,0.6779288615989628,0.7332845490949537,0.016239915427146825,0.725463447217592,0.7254713808185148,0.7202988468678603,0.7321994494453028,0.003247454724687491,0.7199714124112333,0.7389230486262275,0.012199044587846644,-0.022903362568061955,-0.11998071144768557,-0.11204905330318186,0.11600770633383663,0.06999932245927093,-0.1572782826873047,0.2197734117387753,0.1169514986102328,0.6684552085610157,0.6669379810005143,0.649325492463794,0.6875396837992686,0.011277987897484595,0.6438511555001413,0.6994820209636787,0.01644771056058593,0.7124284653247117,0.7124122852497511,0.6987462614954811,0.7258401082173191,0.008142160453262407,0.6900529116721389,0.7347870050588667,0.013043586213112798,0.7259092946541569,0.7269875704988664,0.7133439822652589,0.7376572059249343,0.007153470274614674,0.7085363224161385,0.7509034805209978,0.011419673306587391,0.11566892905965342,0.10488530561015379,0.07904195269763663,0.1477298686432298,0.01979347767303389,0.06502744695809447,0.26038536759713865,0.05138395590355749,-0.016854040746099974,-0.013810420172087445,-0.05163349233459055,0.00795776623100486,0.021726028816458985,-0.12413505219517065,0.012539165123055793,0.03737965469498775,-0.012960352355870342,-0.010954675448241913,-0.03874245123738482,0.019670670121816114,0.017824610230625742,-0.05127424796116335,0.036508504605906905,0.024598727927869345,-0.00044584743656483905,-0.0015161896803516095,-0.012532924418382519,0.016443533274260666,0.008862721112840238,-0.027532813769562018,0.022092605362326934,0.015048744818251344
6,0.4,1.5,1.0,1.5,-0.36981030210927107,0.4,1.5,0.4,1.5,-0.06062646903299527,0.7090914294755742,0.7155495804213324,0.6947168200712321,0.7586233422507125,0.01804298990572518,0.6832510679116178,0.7765887126636741,0.025452253531214247,0.7228995962230159,0.7170434790188178,0.7035631915801085,0.741508517501349,0.012686165798788708,0.6870211139946797,0.7461485193991619,0.019622511099669632,0.731946510551873,0.7292900563439416,0.7150892668107458,0.7486266084785425,0.0107273583237885,0.7051581019341215,0.7513551331967994,0.015030079067641389,-0.35581891113607755,-0.2687638259199802,-0.4738596478022905,-0.23306785788564888,0.07817080811890788,-0.5267177394106456,-0.19535463526035052,0.0890874945531717,0.6301823528785012,0.6363601642243062,0.6207202148861907,0.6423121022345873,0.006993417498786967,0.6143888874448731,0.6505506668914276,0.009215726671669559,0.6985439176269883,0.7011845034591345,0.6910210601099946,0.7207155848698578,0.008601613770321129,0.6890473826562632,0.7308888778992134,0.01228173834693914,0.7310787342804771,0.7320992271972531,0.7284398557315536,0.7348366331177384,0.0021880787567005546,0.7269676631605372,0.7407268312622345,0.0036781180816778895,-0.08257613089067663,-0.14946125463854912,-0.24591496411079405,0.2965877611684695,0.14041920211682382,-0.2237674163802419,0.13147695387113817,0.10277105618169924,0.07890907659707302,0.07918941619702624,0.07264961994761845,0.11879195760527811,0.014258482759659998,0.05328746269706089,0.13874595305893217,0.023092236166244774,0.024355678596027608,0.015858975559683297,-0.0030988685447444625,0.0389526148279236,0.012226623307764868,-0.0138098930984005,0.039513672128300634,0.015779874736651812,0.0008677762713958925,-0.002809170853311449,-0.0133482267565445,0.013638896556832791,0.008686879188030185,-0.02441354335207255,0.016699605957223838,0.012929433006077582
5,0.4,1.0,0.4,0.8,-0.009331777877654575,0.4,1.5,0.4,1.5,-0.0010676246132420946,0.6205698153894862,0.6370939440821305,0.5840033763211814,0.655998260884935,0.019239007214147417,0.5598128585489395,0.6605994628783546,0.02631398474603799,0.6633170269479722,0.6780973301219684,0.6205418117820517,0.7021458142681152,0.02204024970335171,0.5912459373917989,0.6960540385573364,0.02854963137367759,0.7016726885193975,0.7160048418957319,0.6790749067898691,0.7241564774745096,0.013631615345474201,0.6659257126191657,0.7201241235991264,0.01538471684876594,-0.1486660708695145,-0.21891666892849215,-0.294089048977084,0.18939738087391528,0.1311125620829588,-0.35052296346113765,0.21542545808187447,0.13598194921346526,0.721587172116759,0.7211039338289333,0.7160568999276192,0.7335042797215763,0.006038551496764606,0.7123075320528962,0.7442836236321501,0.010650492345896302,0.7753431696181571,0.7741247455311935,0.7704209114371581,0.783522387299023,0.0047599754529533194,0.7632281942272443,0.8011096796455418,0.010248610948104166,0.7456517948915601,0.74937515014106,0.7324991427117123,0.7650421130583211,0.009717154196382131,0.726240813318206,0.7787313487523565,0.01623081368953812,-0.08198277283833957,-0.02547402771779561,-0.19366109632860176,0.023154351914498578,0.06423268936064211,-0.17414415459831123,0.04731874519860668,0.06906890243609505,-0.10101735672727286,-0.08400998974680285,-0.14561846179166626,-0.060156293891191745,0.022592288960960435,-0.1809616447736549,-0.053994395319011484,0.03282445072029352,-0.11202614267018485,-0.0960274154092251,-0.16181260395187858,-0.06887784819140047,0.02495589855373342,-0.19905886882792695,-0.06641357154243432,0.03571480033943605,-0.043979106372162624,-0.03337030824532816,-0.07020072521420678,-0.01659185018281422,0.015222123929575046,-0.0932561329326774,-0.00967842139226141,0.023026144554293405
7,0.6,1.5,0.6,1.5,0.05482106830395712,0.6,1.5,1.5,1.5,-0.13893391104090339,0.6775183844529447,0.6991710679923073,0.6539662053478177,0.7189408086699549,0.019551028517659687,0.64088232291311,0.8273925043869579,0.05240225655589401,0.756052980693594,0.7705986787101549,0.7330685415753561,0.79307286633689,0.017104797049737927,0.7179522679835175,0.9003871779308652,0.04760093555489328,0.7340633793367843,0.7520143791641928,0.7139841451593008,0.7591713003491991,0.013910782014472736,0.7161294545919585,0.8478854092020515,0.035462979100689296,-0.07497065148222547,-0.11878789626566875,-0.18330787378506988,0.03661370337758077,0.06420916793657462,-0.19298773306161457,0.11074678020659302,0.09150546171297061,0.708359770651947,0.7095988679293237,0.6733299840004601,0.7412885023496822,0.021319837231888305,0.6491622579931915,0.7665456235161434,0.03458368787814655,0.7569448472947878,0.7545712899441991,0.7384439040261653,0.7736513303929005,0.010780706485477527,0.7086083735440903,0.7839274363267286,0.020724618035086868,0.7626612852764147,0.7612866071613484,0.7478828671256108,0.7767863660598819,0.009150793363857341,0.7395031164310646,0.7807527434282201,0.01339197784943986,-0.16370602667468592,-0.19192725737248215,-0.24462790934707718,-0.061608654032318105,0.05824166337700764,-0.31924543460292243,0.08535274117270744,0.12663600289994995,-0.03084138619900234,-0.010427799937016369,-0.07265399008649844,0.012461211644125558,0.02290956035146787,-0.08528259216798725,0.10561903851479804,0.04947315614372475,-0.0008918666011938914,0.016027388765955775,-0.027607156751602697,0.029768155099718325,0.017177100740302417,-0.014569901523270555,0.13728828474661897,0.04281620413912235,-0.028597905939630408,-0.009272227997155658,-0.05661077100777991,-0.004016321726537361,0.017641148884462218,-0.05342216741293692,0.07897680815340892,0.036803678246852954
8,0.5,1.5,1.5,1.5,-0.23804210579596438,0.4,0.8,0.4,0.8,0.022081443333382546,0.6823766083602895,0.6869093415432792,0.6710914688735772,0.6934252096299902,0.006552711731226005,0.6604985089814825,0.7244808062154352,0.01835170940254701,0.7460315789238994,0.7459670357324644,0.7395383292633662,0.7561489590769839,0.0050406515345348115,0.7297136694976407,0.7699819113282401,0.009444309846182872,0.7537966229241244,0.7538703297782242,0.7471934498702872,0.7643489579510627,0.00522071765208299,0.7369017328757966,0.7856240243433639,0.010858785102548304,-0.14961691968908322,-0.13197420544939217,-0.20695800818270682,-0.08951611958979194,0.03595342524051415,-0.21801640219282417,-0.0863912509955615,0.04065055750592328,0.6622057573986708,0.6898345258565053,0.642870055227048,0.6944529860269769,0.01453909873364634,0.6398310377560458,0.7107239810356282,0.021627819371444045,0.7377116188515335,0.7543817516843552,0.7250680193891452,0.7641955033620889,0.011204911665380068,0.7252298239938431,0.7811215646664449,0.016335725976404654,0.7483541335390418,0.7558740898224307,0.7363557653794719,0.7701834652416031,0.009814267950253674,0.7323264176011662,0.7799907464868501,0.013552351932892883,0.03677149320919681,0.016422044699617493,-0.04006353588982526,0.10566363390748532,0.04685877605810769,-0.032583391548488,0.17501938301350048,0.05634636247311333,0.020170850961618636,-0.0029251843132260813,-0.012985835853671274,0.038421607833598576,0.014160156778737363,-0.03671191915832528,0.06398677566957733,0.027905155042471323,0.008319960072365906,-0.008414715951890805,-0.012986506642966366,0.017952281765770746,0.009696178992777076,-0.03099134133625034,0.02584059199615669,0.018001304424790164,0.005442489385082627,-0.0020037600442064374,-0.013696807679669208,0.02451003216194627,0.011245821409851415,-0.024274935279794584,0.0443921258753594,0.019413466854678058
10,0.8,1.5,1.5,1.5,-0.12996598426286454,0.6,1.5,1.5,1.5,0.10584771106707609,0.6641603805635856,0.6488242493692047,0.6404232999930075,0.6860839906279963,0.014370728741624978,0.616762695777705,0.7041027733512604,0.0248066631820397,0.7130781977219566,0.7124863898424928,0.7035452237581445,0.7243425399860471,0.006400634599697604,0.6959929674678677,0.7306809081464917,0.009174985569568644,0.7256394498673031,0.7258891868473933,0.7180994157850632,0.734959830526591,0.005075389800565526,0.7162273992896918,0.7381191803395093,0.0062599034332096945,-0.27403262793666183,-0.4145305486512912,-0.4965823183915423,0.014507590860322106,0.1654039661767276,-0.5512710973909245,-0.0699921976447167,0.13128512451179045,0.6642383454822929,0.6604762333897918,0.6547013479070943,0.6742709142319587,0.006002934429625642,0.6329335388614581,0.6912696528915461,0.017370384993015072,0.7088393191994684,0.708890083989041,0.6995128139351399,0.7181742197181354,0.005666696854265881,0.6919922711265433,0.7395768186433173,0.013520298479430298,0.7224604258654309,0.7228888005130994,0.7140691069143964,0.7308538601128713,0.004842376633270584,0.7047703513280943,0.7458693520914501,0.010935775337068857,0.10465182797774292,0.07516436290265341,0.059066247933646565,0.18217484299281378,0.035100052193791885,0.038928105695612725,0.2911464771472507,0.07403680338893197,-7.796491870726285e-05,-0.011651984020587092,-0.03206477518087043,0.029409699787806873,0.018490438216314062,-0.05942832919477221,0.04688567493838643,0.028715392311746295,0.004238878522488165,0.003596305853451831,-0.01193074494624815,0.021332781060424976,0.010289120801001026,-0.02420360501106309,0.024585174708394386,0.015818676260547754,0.0031790240018721994,0.003000386334293892,-0.010499597157395964,0.01767948261848984,0.008689804229456746,-0.01896368088744438,0.019328043677189675,0.013440174358209498
